City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
381,kayanga,-1.53,31.15,59.76,75,47,1.05,TZ,1597106890
382,dalian,38.91,121.6,78.8,83,0,8.95,CN,1597106680
383,inongo,-1.95,18.27,70.97,78,93,2.26,CD,1597106890
384,victoria,22.29,114.16,86.0,74,90,8.99,HK,1597106837
385,gaithersburg,39.14,-77.2,82.99,69,1,8.05,US,1597106891
386,port shepstone,-30.74,30.45,56.3,66,0,8.16,ZA,1597106892
387,barabai,-2.58,115.38,80.6,84,76,2.01,ID,1597106892
388,tezu,27.92,96.17,76.69,86,100,2.1,IN,1597106892
389,zhanakorgan,43.91,67.25,64.56,42,0,2.68,KZ,1597106892
390,pacific grove,36.62,-121.92,72.0,60,1,11.41,US,1597106611
391,uray,60.12,64.78,58.1,93,100,12.64,RU,1597106893
392,pskov,57.81,28.35,50.0,87,0,4.47,RU,1597106893
393,kefamenanu,-9.45,124.48,82.33,60,9,3.38,ID,1597106894
394,west bay,19.37,-81.42,86.0,79,20,12.75,KY,1597106894
395,tashtyp,52.79,89.9,62.8,82,85,1.74,RU,1597106894
396,ambulu,-8.35,113.61,79.68,75,5,0.47,ID,1597106894
397,nisia floresta,-6.09,-35.21,73.4,83,0,10.29,BR,1597106894
398,paka,4.64,103.44,81.32,85,100,4.5,MY,1597106895
399,cherskiy,68.75,161.3,45.28,64,76,8.77,RU,1597106895
400,bayan,46.08,127.4,75.0,86,35,10.09,CN,1597106895
401,alice springs,-23.7,133.88,64.4,27,75,14.99,AU,1597106706
402,santa lucia,27.91,-15.54,73.4,73,40,23.04,ES,1597106896
403,tautira,-17.73,-149.15,82.4,61,40,17.22,PF,1597106896
404,buchanan,5.88,-10.05,75.2,94,75,5.82,LR,1597106896
405,stornoway,58.21,-6.39,55.0,93,90,3.36,GB,1597106897
406,klaebu,63.3,10.48,55.0,93,0,6.93,NO,1597106897
407,san javier,37.81,-0.84,79.0,83,100,3.36,ES,1597106897
408,aureliana,10.89,121.98,85.66,64,97,1.25,PH,1597106897
409,manokwari,-0.87,134.08,84.52,66,20,5.61,ID,1597106898
410,duldurga,50.68,113.59,59.13,91,100,4.16,RU,1597106898
411,beloha,-25.17,45.05,58.51,90,4,3.56,MG,1597106898
412,julio de castilhos,-29.23,-53.68,82.4,37,100,12.75,BR,1597106899
413,kathu,7.92,98.33,82.4,88,40,4.7,TH,1597106899
414,macusani,-14.08,-70.43,36.97,78,0,3.65,PE,1597106899
415,loudi,27.73,111.99,82.29,86,4,6.17,CN,1597106899
416,kota bahru,6.13,102.24,78.8,94,20,2.24,MY,1597106900
417,scottsbluff,41.87,-103.67,84.2,39,0,11.41,US,1597106900
418,comodoro rivadavia,-45.87,-67.5,44.6,45,0,17.22,AR,1597106605
419,pucara,-15.98,-71.46,37.83,48,0,1.86,PE,1597106900
420,nador,35.17,-2.93,78.8,88,100,3.36,MA,1597106901
421,teya,60.38,92.63,70.57,45,0,1.43,RU,1597106901
422,marzuq,14.4,46.47,84.06,31,100,3.13,YE,1597106901
423,disna,55.57,28.2,54.03,85,0,7.18,BY,1597106901
424,walla walla,46.06,-118.34,93.99,16,1,7.34,US,1597106676
425,beni,0.5,29.47,62.13,100,100,0.98,CD,1597106902
426,ixtapa,20.7,-105.2,88.0,70,75,6.93,MX,1597106902
427,anloga,5.79,0.9,75.2,88,40,9.17,GH,1597106902
428,shimoda,34.67,138.95,88.0,89,75,18.34,JP,1597106902
429,yambio,4.57,28.4,66.18,96,37,0.76,SS,1597106903
430,impfondo,1.64,18.07,72.55,80,100,0.96,CG,1597106903
431,kimbe,-5.55,150.14,85.28,71,100,2.37,PG,1597106903
432,dali,25.7,100.18,64.63,86,100,4.07,CN,1597106903
433,agirish,61.92,63.02,49.8,96,100,11.41,RU,1597106904
434,carauari,-4.88,-66.9,79.92,62,30,2.53,BR,1597106631
435,venustiano carranza,19.43,-99.1,68.0,56,90,5.82,MX,1597106904
436,meulaboh,4.14,96.13,80.15,75,100,2.35,ID,1597106904
437,aklavik,68.22,-135.01,53.6,71,90,6.93,CA,1597106905
438,kruisfontein,-34.0,24.73,47.08,72,0,8.01,ZA,1597106905
439,ribeira grande,38.52,-28.7,70.12,78,4,15.99,PT,1597106905
440,aginskoye,51.1,114.53,62.87,85,100,6.73,RU,1597106905
441,west des moines,41.57,-93.75,78.8,57,20,10.29,US,1597106902
442,taltal,-25.4,-70.48,56.19,75,13,1.1,CL,1597106884
443,changping,40.22,116.22,84.99,74,0,4.47,CN,1597106906
444,camocim,-2.9,-40.84,76.8,81,0,10.98,BR,1597106906
445,kentau,43.52,68.51,68.27,32,0,7.63,KZ,1597106907
446,bereda,43.27,-7.54,64.0,94,100,8.01,ES,1597106907
447,san patricio,19.22,-104.7,86.0,74,75,11.41,MX,1597106907
448,malokaterynivka,47.65,35.25,73.4,49,68,6.71,UA,1597106907
449,narok,-1.08,35.86,55.0,82,2,2.51,KE,1597106908
450,sitka,57.05,-135.33,55.4,82,90,10.29,US,1597106908
451,lusambo,-4.97,23.45,71.58,75,0,1.81,CD,1597106908
452,novyy urgal,51.07,132.56,73.49,72,19,4.05,RU,1597106908
453,guerrero negro,27.98,-114.06,77.05,55,0,13.53,MX,1597106908
454,port lincoln,-34.73,135.87,58.15,71,76,19.55,AU,1597106909
455,hyeres,43.12,6.12,75.0,88,47,3.36,FR,1597106909
456,auburn,47.31,-122.23,82.99,42,20,6.93,US,1597106870
457,vardo,70.37,31.11,51.39,85,96,14.2,NO,1597106909
458,alofi,-19.06,-169.92,77.0,65,75,19.46,NU,1597106749
459,mandeville,18.04,-77.51,84.2,83,20,14.99,JM,1597106910
460,juneau,58.3,-134.42,53.6,93,90,13.87,US,1597106910
461,buala,-8.14,159.59,76.89,89,100,4.9,SB,1597106911
462,jiexiu,37.02,111.91,80.13,56,100,1.88,CN,1597106911
463,tabou,4.42,-7.35,74.95,84,100,10.65,CI,1597106911
464,dobre miasto,53.99,20.4,64.4,100,67,6.93,PL,1597106911
465,namatanai,-3.67,152.43,85.51,64,55,0.78,PG,1597106912
466,chita,52.03,113.55,68.0,72,40,2.24,RU,1597106706
467,kamloops,50.67,-120.32,78.8,31,75,4.7,CA,1597106912
468,nalut,30.33,10.85,77.88,53,0,20.49,LY,1597106912
469,saiha,22.48,92.97,72.93,94,100,2.39,IN,1597106913
470,alugan,12.22,125.48,84.51,74,89,9.13,PH,1597106913
471,lithakia,37.72,20.83,69.8,77,0,4.63,GR,1597106913
472,inirida,3.87,-67.92,73.09,98,80,2.44,CO,1597106914
473,tazovskiy,67.47,78.7,54.55,83,0,15.86,RU,1597106914
474,praia,14.92,-23.51,78.8,74,20,14.99,CV,1597106765
475,farah,32.5,62.5,69.78,24,0,6.87,AF,1597106915
476,evensk,61.95,159.23,56.43,77,3,9.51,RU,1597106915
477,carutapera,-1.2,-46.02,77.22,85,2,5.82,BR,1597106915
478,kultayevo,57.89,55.94,50.0,100,0,6.71,RU,1597106916
479,dir,35.21,71.88,70.99,64,0,3.38,PK,1597106916
480,loutros,40.59,22.4,73.99,67,38,1.01,GR,1597106916
481,kavaratti,10.57,72.64,81.72,78,100,21.65,IN,1597106917
482,amapa,1.0,-52.0,72.73,96,0,2.59,BR,1597106917
483,nenjiang,49.18,125.22,66.24,82,97,4.27,CN,1597106917
484,boden,65.83,21.69,50.0,93,0,3.36,SE,1597106917
485,general roca,-39.03,-67.58,44.6,39,0,11.41,AR,1597106918
486,raudeberg,61.99,5.14,60.8,87,53,4.7,NO,1597106918
487,espanola,35.99,-106.08,87.01,9,1,10.29,US,1597106827
488,palmas,-10.21,-48.36,78.8,57,0,8.05,BR,1597106918
489,ojinaga,29.57,-104.42,100.4,21,40,13.87,MX,1597106919
490,guadalupe y calvo,26.1,-106.97,62.15,92,100,2.19,MX,1597106919
491,katsuura,35.13,140.3,93.2,59,75,17.22,JP,1597106919
492,werota,11.92,37.7,59.5,83,99,2.53,ET,1597106919
493,jega,12.22,4.38,76.77,82,100,8.39,NG,1597106919
494,maraa,-1.83,-65.37,74.84,92,50,2.08,BR,1597106920
495,holme,56.11,10.17,66.2,88,0,4.7,DK,1597106920
496,kudahuvadhoo,2.67,72.89,82.13,78,100,10.74,MV,1597106920
497,leningradskiy,69.38,178.42,58.57,57,100,10.38,RU,1597106920
498,brazzaville,-4.27,15.28,71.6,83,0,1.12,CG,1597106652
499,baykit,61.67,96.37,74.55,45,0,0.92,RU,1597106653
500,mahanoro,-19.9,48.8,60.33,83,0,4.27,MG,1597106921
501,terrace,54.52,-128.6,59.0,77,75,10.29,CA,1597106921
502,nyurba,63.28,118.33,55.98,95,100,6.38,RU,1597106922
503,camacha,33.08,-16.33,71.6,78,20,10.29,PT,1597106922
504,srednekolymsk,67.45,153.68,49.53,53,100,4.99,RU,1597106922
505,mundi,22.07,76.5,75.79,93,100,10.89,IN,1597106923
506,coahuayana,18.73,-103.68,80.6,78,40,11.41,MX,1597106923
507,carsamba,41.2,36.72,73.4,64,75,8.05,TR,1597106923
508,chapais,49.78,-74.85,75.2,73,75,10.29,CA,1597106923
509,krasnozerskoye,53.98,79.24,65.73,82,1,8.46,RU,1597106924
510,caravelas,-17.71,-39.25,69.33,89,11,4.76,BR,1597106924
511,vostok,46.49,135.88,70.72,85,100,3.02,RU,1597106924
512,malpe,13.35,74.72,77.0,88,90,4.7,IN,1597106924
513,azare,11.68,10.19,72.72,85,100,7.4,NG,1597106925
514,placido de castro,-10.34,-67.19,79.52,52,0,1.52,BR,1597106925
515,port-gentil,-0.72,8.78,75.22,84,100,13.87,GA,1597106925
516,bentiu,9.23,29.83,71.1,92,100,4.94,SS,1597106925
517,verkhnevilyuysk,63.45,120.32,51.01,94,100,3.4,RU,1597106926
518,bethanien,-26.5,17.16,47.52,47,0,5.46,NA,1597106926
519,yemtsa,63.07,40.33,51.6,97,100,9.84,RU,1597106926
520,vila velha,-20.33,-40.29,75.99,83,75,4.7,BR,1597106926
521,biak,-0.91,122.88,80.94,76,47,5.57,ID,1597106927
522,mpika,-11.83,31.45,52.65,43,0,5.19,ZM,1597106927
523,husavik,66.04,-17.34,59.0,67,100,17.22,IS,1597106927
524,kalmunai,7.42,81.82,79.86,76,60,3.58,LK,1597106928
525,auki,-8.77,160.7,86.85,58,100,3.0,SB,1597106928
526,sao raimundo das mangabeiras,-7.02,-45.48,77.04,41,34,2.53,BR,1597106928
527,lavrentiya,65.58,-171.0,53.04,68,0,9.95,RU,1597106928
528,tecoanapa,16.52,-98.75,83.44,78,100,4.7,MX,1597106929
529,balaipungut,1.05,101.28,78.8,78,100,2.33,ID,1597106929
530,damietta,31.42,31.81,75.58,81,52,6.55,EG,1597106929
531,manzhouli,49.6,117.43,61.93,83,100,6.71,CN,1597106929
532,ledyard,41.44,-72.01,79.0,88,1,10.29,US,1597106930
533,tilichiki,60.47,166.1,54.68,78,100,7.65,RU,1597106930
534,trinidad,-14.83,-64.9,79.39,47,0,2.66,BO,1597106766
535,mabaruma,8.2,-59.78,76.37,89,19,2.46,GY,1597106930
536,tual,-5.67,132.75,78.69,84,84,15.08,ID,1597106931
537,tatawin,32.93,10.45,75.2,73,0,4.7,TN,1597106931
538,opportunity,47.65,-117.24,89.6,15,1,19.46,US,1597106931
539,surt,31.21,16.59,78.33,82,9,10.58,LY,1597106931
540,taraz,42.9,71.37,69.8,37,75,6.71,KZ,1597106932
541,kunya,12.22,8.53,71.6,94,100,8.05,NG,1597106932
542,abancay,-13.63,-72.88,59.32,56,79,4.52,PE,1597106932
543,kidal,18.44,1.41,84.58,56,0,10.74,ML,1597106932
544,dunhua,43.37,128.24,74.93,80,100,7.25,CN,1597106932
545,primorsk,46.73,36.34,71.1,58,0,9.86,UA,1597106933
546,presque isle,46.68,-68.02,77.0,73,1,4.59,US,1597106933
547,hobyo,5.35,48.53,74.64,80,92,27.42,SO,1597106933
548,gucheng,35.91,111.32,85.32,54,100,4.7,CN,1597106933
549,sao jose da coroa grande,-8.9,-35.15,72.99,83,8,10.27,BR,1597106934
550,lotofaga,-13.98,-171.86,82.0,83,34,23.58,WS,1597106934
551,concordia,-31.39,-58.02,62.01,41,100,11.99,AR,1597106754
552,iracoubo,5.48,-53.2,78.93,84,35,9.73,GF,1597106935
553,menzelinsk,55.73,53.1,50.0,93,0,6.71,RU,1597106935
554,palaia fokaia,37.72,23.95,79.0,38,0,5.82,GR,1597106935
555,xam nua,20.42,104.04,76.51,70,100,3.0,LA,1597106935
556,cagli,43.55,12.65,75.2,36,0,2.42,IT,1597106936
557,ozernovskiy,51.5,156.52,55.53,81,24,7.87,RU,1597106936
